id	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	species_specific_geneid	avg_log_fc	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
756017	84	4	LM	merged	Hsc70-3	32133	FBgn0001218	0.89	99.10	93.10	3.05220267859198e-83	4.74312296253193e-79	NULL	NULL	NULL	gene_symbol	top100
756018	84	4	LM	merged	Abl	45821	FBgn0000017	0.66	60.90	21.60	2.22602203352645e-81	3.4592382401001e-77	NULL	NULL	NULL	gene_symbol	top100
756019	84	4	LM	merged	alphaTub85E	41183	FBgn0003886	2.47	34.10	7.60	1.1186421982098e-78	1.73836997601803e-74	NULL	NULL	NULL	gene_symbol	top10
756020	84	4	LM	merged	schlank	50392	FBgn0040918	0.68	95.90	84.00	2.35577420855451e-77	3.66087312009371e-73	NULL	NULL	NULL	gene_symbol	top100
756021	84	4	LM	merged	CG33225	2768860	FBgn0053225	1.21	70.90	29.40	3.79683425671521e-77	5.90028043493544e-73	NULL	NULL	NULL	gene_symbol	top100
756022	84	4	LM	merged	CG13893	38074	FBgn0035146	0.32	27.10	4.70	5.0809907780408e-76	7.8958596690754e-72	NULL	NULL	NULL	gene_symbol	
756023	84	4	LM	merged	fax	39826	FBgn0014163	0.61	70.00	26.50	6.90465286690757e-76	1.07298305551744e-71	NULL	NULL	NULL	gene_symbol	top100
756024	84	4	LM	merged	asRNA:CR46093	26067410	FBgn0267762	0.80	40.00	9.90	1.2328904401191e-75	1.91591174394508e-71	NULL	NULL	NULL	gene_symbol	top100
756025	84	4	LM	merged	Rab11	42501	FBgn0015790	0.65	93.20	89.00	1.561193943679e-75	2.42609538847716e-71	NULL	NULL	NULL	gene_symbol	top100
756026	84	4	LM	merged	sn	31717	FBgn0003447	0.60	62.40	20.70	2.13005970493266e-73	3.31011278146535e-69	NULL	NULL	NULL	gene_symbol	top100
756027	84	4	LM	merged	CG5835	42296	FBgn0038682	0.91	25.90	4.70	5.96962349202372e-72	9.27679490660485e-68	NULL	NULL	NULL	gene_symbol	top100
756028	84	4	LM	merged	CG8501	36347	FBgn0033724	1.02	73.50	32.50	3.72474441372127e-70	5.78825281892286e-66	NULL	NULL	NULL	gene_symbol	top100
756029	84	4	LM	merged	scb	36692	FBgn0286785	0.42	43.20	11.80	8.3379496179836e-69	1.29571737063465e-64	NULL	NULL	NULL	gene_symbol	
756030	84	4	LM	merged	loco	42672	FBgn0020278	0.71	77.10	41.40	1.30764338475317e-68	2.03207781990643e-64	NULL	NULL	NULL	gene_symbol	top100
756031	84	4	LM	merged	AnxB9	42492	FBgn0000083	0.65	98.20	94.90	2.27878746951664e-68	3.54123572762886e-64	NULL	NULL	NULL	gene_symbol	top100
756032	84	4	LM	merged	capt	45233	FBgn0261458	0.70	88.50	73.50	9.01157269851606e-67	1.4003983973494e-62	NULL	NULL	NULL	gene_symbol	top100
756033	84	4	LM	merged	Itgbn	35368	FBgn0010395	0.50	35.30	8.70	9.73754366590521e-67	1.51321428568167e-62	NULL	NULL	NULL	gene_symbol	
756034	84	4	LM	merged	NLaz	33324	FBgn0053126	0.67	30.90	6.80	5.70930325042718e-65	8.87225725116384e-61	NULL	NULL	NULL	gene_symbol	top100
756035	84	4	LM	merged	Akap200	34170	FBgn0027932	0.59	94.70	78.40	6.82430556409584e-65	1.06049708466049e-60	NULL	NULL	NULL	gene_symbol	top100
756036	84	4	LM	merged	Jra	36057	FBgn0001291	0.67	93.80	83.30	6.19889414944196e-64	9.63308150823281e-60	NULL	NULL	NULL	gene_symbol	top100
756037	84	4	LM	merged	mthl3	36961	FBgn0028956	0.33	31.50	7.30	4.41979896776101e-63	6.8683675959006e-59	NULL	NULL	NULL	gene_symbol	
756038	84	4	LM	merged	CG43124	12798282	FBgn0262587	0.76	90.90	59.40	4.06369533418822e-62	6.31498254932849e-58	NULL	NULL	NULL	gene_symbol	top100
756039	84	4	LM	merged	Ets21C	33229	FBgn0005660	0.62	64.70	28.00	1.25308315756721e-61	1.94729122685945e-57	NULL	NULL	NULL	gene_symbol	top100
756040	84	4	LM	merged	r	32640	FBgn0003189	0.73	95.90	90.40	9.91682424077126e-61	1.54107448701585e-56	NULL	NULL	NULL	gene_symbol	top100
756041	84	4	LM	merged	CG18249	40964	FBgn0037553	0.48	45.90	14.40	1.33639753235621e-60	2.07676176528155e-56	NULL	NULL	NULL	gene_symbol	
756042	84	4	LM	merged	Mmp2	35997	FBgn0033438	0.44	35.30	9.00	3.51913314042075e-60	5.46873290021385e-56	NULL	NULL	NULL	gene_symbol	
756043	84	4	LM	merged	Vha16-1	44307	FBgn0262736	0.50	99.70	96.70	4.86603102584203e-60	7.56181221415852e-56	NULL	NULL	NULL	gene_symbol	
756044	84	4	LM	merged	CG5854	42831	FBgn0039130	0.67	79.10	44.80	1.61596443437515e-59	2.51120873101898e-55	NULL	NULL	NULL	gene_symbol	top100
756045	84	4	LM	merged	Syb	36080	FBgn0003660	0.63	96.50	90.40	3.98029893587202e-59	6.18538454634511e-55	NULL	NULL	NULL	gene_symbol	top100
756046	84	4	LM	merged	CG30046	36334	FBgn0050046	0.58	60.90	25.90	1.62721613524819e-58	2.52869387417568e-54	NULL	NULL	NULL	gene_symbol	top100
756047	84	4	LM	merged	shep	38605	FBgn0052423	0.53	98.50	94.00	5.42715470569252e-58	8.43379841264617e-54	NULL	NULL	NULL	gene_symbol	
756048	84	4	LM	merged	IP3K1	34300	FBgn0032147	0.67	82.90	47.00	1.68017130841964e-57	2.61098621328412e-53	NULL	NULL	NULL	gene_symbol	top100
756049	84	4	LM	merged	zip	38001	FBgn0265434	0.64	96.20	84.40	1.85258313783464e-57	2.87891419619503e-53	NULL	NULL	NULL	gene_symbol	top100
756050	84	4	LM	merged	Npc2a	33374	FBgn0031381	0.64	92.60	75.90	1.92150281164952e-57	2.98601536930335e-53	NULL	NULL	NULL	gene_symbol	top100
756051	84	4	LM	merged	twf	41719	FBgn0038206	0.73	76.20	43.40	2.97634760239948e-56	4.6252441741288e-52	NULL	NULL	NULL	gene_symbol	top100
756052	84	4	LM	merged	Swip-1	35158	FBgn0032731	0.64	88.20	68.80	3.45542198499699e-56	5.36972576468532e-52	NULL	NULL	NULL	gene_symbol	top100
756053	84	4	LM	merged	Eb1	35584	FBgn0027066	0.86	84.10	66.00	3.57147193071094e-56	5.5500673803248e-52	NULL	NULL	NULL	gene_symbol	top100
756054	84	4	LM	merged	mys	44885	FBgn0004657	0.69	92.60	77.20	5.6013662137872e-56	8.70452309622532e-52	NULL	NULL	NULL	gene_symbol	top100
756055	84	4	LM	merged	Gp93	43354	FBgn0039562	0.78	87.10	74.30	9.39830548474651e-56	1.46049667232961e-51	NULL	NULL	NULL	gene_symbol	top100
756056	84	4	LM	merged	GstO3	38972	FBgn0035904	0.60	97.60	86.00	1.37788313548025e-55	2.14123039253631e-51	NULL	NULL	NULL	gene_symbol	top100
756057	84	4	LM	merged	lectin-28C	53542	FBgn0040099	0.61	59.70	24.40	3.92519166985254e-54	6.09974785495084e-50	NULL	NULL	NULL	gene_symbol	top100
756058	84	4	LM	merged	CG32368	317997	FBgn0052368	0.58	47.60	16.60	6.49969825476489e-54	1.01005310879046e-49	NULL	NULL	NULL	gene_symbol	top100
756059	84	4	LM	merged	Vamp7	36015	FBgn0266186	0.60	79.10	48.20	2.11016464891553e-53	3.27919586441474e-49	NULL	NULL	NULL	gene_symbol	top100
756060	84	4	LM	merged	Gprk2	49045	FBgn0261988	0.58	65.30	30.80	2.72205466568892e-53	4.23007295048058e-49	NULL	NULL	NULL	gene_symbol	
756061	84	4	LM	merged	CG31523	326148	FBgn0051523	0.66	68.20	37.40	9.85700738363325e-53	1.53177894741661e-48	NULL	NULL	NULL	gene_symbol	top100
756062	84	4	LM	merged	JhI-21	34624	FBgn0028425	0.41	39.70	12.40	1.0456947617371e-52	1.62500965973946e-48	NULL	NULL	NULL	gene_symbol	
756063	84	4	LM	merged	CG15083	37175	FBgn0034399	0.56	57.60	23.40	1.47960734415414e-52	2.29930981281554e-48	NULL	NULL	NULL	gene_symbol	
756064	84	4	LM	merged	Jupiter	41392	FBgn0051363	0.79	90.30	74.00	2.31970352225426e-52	3.60481927358313e-48	NULL	NULL	NULL	gene_symbol	top100
756065	84	4	LM	merged	Rho1	36775	FBgn0014020	0.49	93.80	89.30	3.04188675436586e-52	4.72709201628455e-48	NULL	NULL	NULL	gene_symbol	
756066	84	4	LM	merged	CG5399	41900	FBgn0038353	0.93	85.00	55.50	7.3279416273319e-52	1.13876212888738e-47	NULL	NULL	NULL	gene_symbol	top100
756067	84	4	LM	merged	Past1	41569	FBgn0016693	0.64	82.90	61.90	8.27663595301289e-51	1.2861892270982e-46	NULL	NULL	NULL	gene_symbol	top100
756068	84	4	LM	merged	CG1890	43737	FBgn0039869	0.50	91.50	85.80	1.67807367289617e-50	2.60772648768065e-46	NULL	NULL	NULL	gene_symbol	
756069	84	4	LM	merged	sqh	31554	FBgn0003514	0.54	87.10	70.30	3.17997242002177e-50	4.94167714071382e-46	NULL	NULL	NULL	gene_symbol	
756070	84	4	LM	merged	CG33459	2768847	FBgn0053459	0.66	65.60	35.30	4.76397201189511e-50	7.403212506485e-46	NULL	NULL	NULL	gene_symbol	top100
756071	84	4	LM	merged	CG1572	32098	FBgn0030309	0.46	95.90	93.40	7.15769404380098e-50	1.11230565440667e-45	NULL	NULL	NULL	gene_symbol	
756072	84	4	LM	merged	MCU	59223	FBgn0042185	0.37	41.20	13.70	4.59392518454046e-49	7.13895973677588e-45	NULL	NULL	NULL	gene_symbol	
756073	84	4	LM	merged	FER	41118	FBgn0000723	0.59	67.90	34.70	9.88722896025374e-49	1.53647538042343e-44	NULL	NULL	NULL	gene_symbol	top100
756074	84	4	LM	merged	wnd	40143	FBgn0036896	0.44	50.00	19.50	1.85335325038511e-48	2.88011095109845e-44	NULL	NULL	NULL	gene_symbol	
756075	84	4	LM	merged	CG13559	37720	FBgn0034870	0.44	46.80	17.30	2.22109841689809e-48	3.45158693985963e-44	NULL	NULL	NULL	gene_symbol	
756076	84	4	LM	merged	Hsp27	39078	FBgn0001226	0.69	85.60	54.90	2.7526612828844e-47	4.27763563360235e-43	NULL	NULL	NULL	gene_symbol	top100
756077	84	4	LM	merged	path	39106	FBgn0036007	0.43	42.10	14.40	3.04538030194133e-47	4.73252098921683e-43	NULL	NULL	NULL	gene_symbol	
756078	84	4	LM	merged	Arpc2	35311	FBgn0032859	0.52	85.90	69.30	3.17220297099517e-47	4.9296034169265e-43	NULL	NULL	NULL	gene_symbol	
756079	84	4	LM	merged	GramD1B	33552	FBgn0085423	0.30	31.80	8.90	3.5568286838593e-47	5.52731177471735e-43	NULL	NULL	NULL	gene_symbol	
756080	84	4	LM	merged	CG15347	31779	FBgn0030040	1.96	69.10	41.80	4.80714147702865e-47	7.47029785530253e-43	NULL	NULL	NULL	gene_symbol	top10
756081	84	4	LM	merged	CG7607	39263	FBgn0036145	0.32	26.80	6.80	2.43911205940992e-46	3.79038014032302e-42	NULL	NULL	NULL	gene_symbol	
756082	84	4	LM	merged	Fim	32721	FBgn0024238	0.53	90.00	63.10	5.8745266446583e-46	9.129014405799e-42	NULL	NULL	NULL	gene_symbol	
756083	84	4	LM	merged	CG31219	42344	FBgn0051219	0.56	30.90	9.10	1.53116835285811e-45	2.3794356203415e-41	NULL	NULL	NULL	gene_symbol	
756084	84	4	LM	merged	GEFmeso	37134	FBgn0050115	0.34	35.90	11.00	1.6868189268396e-45	2.62131661230874e-41	NULL	NULL	NULL	gene_symbol	
756085	84	4	LM	merged	Gbeta13F	32544	FBgn0001105	0.52	95.90	90.90	1.91369671744868e-45	2.97388469891524e-41	NULL	NULL	NULL	gene_symbol	
756086	84	4	LM	merged	CG9436	35586	FBgn0033101	0.51	45.30	17.40	3.47950919412062e-45	5.40715728766345e-41	NULL	NULL	NULL	gene_symbol	
756087	84	4	LM	merged	Tollo	44497	FBgn0029114	0.43	37.60	12.30	5.53414768446913e-45	8.60006550166503e-41	NULL	NULL	NULL	gene_symbol	
756088	84	4	LM	merged	Eip55E	37143	FBgn0000566	0.68	87.40	70.60	8.16923713116157e-45	1.26949945018251e-40	NULL	NULL	NULL	gene_symbol	top100
756089	84	4	LM	merged	slmb	42504	FBgn0283468	0.54	55.30	25.50	8.82815740118997e-45	1.37189566014492e-40	NULL	NULL	NULL	gene_symbol	
756090	84	4	LM	merged	Snx3	41551	FBgn0038065	0.59	80.00	63.70	1.00923871568023e-44	1.56835696416708e-40	NULL	NULL	NULL	gene_symbol	top100
756091	84	4	LM	merged	Rab1	42524	FBgn0285937	0.49	87.60	78.40	1.39000129826304e-44	2.16006201750077e-40	NULL	NULL	NULL	gene_symbol	
756092	84	4	LM	merged	Adf1	47082	FBgn0284249	0.51	37.90	13.00	1.94204198069678e-44	3.01793323800279e-40	NULL	NULL	NULL	gene_symbol	
756093	84	4	LM	merged	CG32066	39206	FBgn0052066	0.58	76.50	49.70	4.49853237472915e-44	6.9907193103291e-40	NULL	NULL	NULL	gene_symbol	
756094	84	4	LM	merged	CG31778	261616	FBgn0051778	0.38	27.90	7.70	8.85630501843673e-43	1.37626979986507e-38	NULL	NULL	NULL	gene_symbol	
756095	84	4	LM	merged	CG6287	34554	FBgn0032350	0.32	44.10	15.70	1.13656423903217e-42	1.76622082745599e-38	NULL	NULL	NULL	gene_symbol	
756096	84	4	LM	merged	CG42684	32754	FBgn0261570	0.43	46.50	18.30	1.52917310038476e-42	2.37633499799791e-38	NULL	NULL	NULL	gene_symbol	
756097	84	4	LM	merged	CG43125	12798281	FBgn0262588	0.54	74.10	42.30	1.34730382440335e-41	2.0937101431228e-37	NULL	NULL	NULL	gene_symbol	
756098	84	4	LM	merged	Dtg	41558	FBgn0038071	0.47	34.70	10.80	1.60502873842926e-41	2.49421465951907e-37	NULL	NULL	NULL	gene_symbol	
756099	84	4	LM	merged	AttD	42122	FBgn0038530	0.68	35.90	11.90	1.15294000372525e-40	1.79166876578903e-36	NULL	NULL	NULL	gene_symbol	top100
756100	84	4	LM	merged	firl	34627	FBgn0032405	0.31	40.90	14.20	1.75372990978556e-40	2.72529627980676e-36	NULL	NULL	NULL	gene_symbol	
756101	84	4	LM	merged	Arp3	38898	FBgn0262716	0.52	83.20	63.70	1.99533916196211e-40	3.10075705768911e-36	NULL	NULL	NULL	gene_symbol	
756102	84	4	LM	merged	CG43175	12798449	FBgn0262794	0.72	51.20	22.00	6.6692406460282e-40	1.03639999639278e-35	NULL	NULL	NULL	gene_symbol	top100
756103	84	4	LM	merged	Arpc1	34793	FBgn0001961	0.50	85.30	72.70	1.26146980281973e-39	1.96032407358185e-35	NULL	NULL	NULL	gene_symbol	
756104	84	4	LM	merged	Sep2	42438	FBgn0014029	0.51	77.90	52.50	1.54049232891755e-39	2.39392507913787e-35	NULL	NULL	NULL	gene_symbol	
756105	84	4	LM	merged	Sap-r	43662	FBgn0000416	0.54	84.40	65.20	2.58289450460018e-39	4.01381806014868e-35	NULL	NULL	NULL	gene_symbol	
756106	84	4	LM	merged	sea	3772221	FBgn0037912	0.45	96.50	88.40	5.40499975417195e-39	8.39936961798322e-35	NULL	NULL	NULL	gene_symbol	
756107	84	4	LM	merged	Rab6	34636	FBgn0015797	0.52	75.90	54.40	6.13265528318212e-39	9.53014631006501e-35	NULL	NULL	NULL	gene_symbol	
756108	84	4	LM	merged	Ptpmeg2	31907	FBgn0028341	0.40	41.20	15.70	8.05741587056471e-39	1.25212242628576e-34	NULL	NULL	NULL	gene_symbol	
756109	84	4	LM	merged	Frl	39561	FBgn0267795	0.61	86.50	65.60	9.11334740424544e-39	1.41621418661974e-34	NULL	NULL	NULL	gene_symbol	top100
756110	84	4	LM	merged	Pax	35215	FBgn0041789	0.53	62.40	34.80	2.76360182107227e-38	4.29463722994631e-34	NULL	NULL	NULL	gene_symbol	
756111	84	4	LM	merged	CG8312	41163	FBgn0037720	0.35	27.10	7.90	3.16348752557606e-38	4.91605961474519e-34	NULL	NULL	NULL	gene_symbol	
756112	84	4	LM	merged	Jabba	37164	FBgn0259682	0.43	40.60	14.70	8.07571449628337e-38	1.25496603272244e-33	NULL	NULL	NULL	gene_symbol	
756113	84	4	LM	merged	CG34436	5740743	FBgn0085465	0.46	53.50	23.70	1.39385279610828e-37	2.16604724515227e-33	NULL	NULL	NULL	gene_symbol	
756114	84	4	LM	merged	CG16758	38315	FBgn0035348	0.31	29.10	8.80	1.64483072235185e-37	2.55606694253478e-33	NULL	NULL	NULL	gene_symbol	
756115	84	4	LM	merged	nmo	38890	FBgn0011817	0.47	55.60	27.20	1.82449568696614e-37	2.83526629754538e-33	NULL	NULL	NULL	gene_symbol	
756116	84	4	LM	merged	Arpc4	33864	FBgn0284255	0.48	81.20	63.80	9.27912623432055e-37	1.44197621681341e-32	NULL	NULL	NULL	gene_symbol	
756117	84	4	LM	merged	Fit1	38488	FBgn0035498	0.76	64.40	37.60	5.80771998982078e-36	9.02519686418149e-32	NULL	NULL	NULL	gene_symbol	top100
756118	84	4	LM	merged	Idgf1	34978	FBgn0020416	0.83	59.10	33.10	9.13520691638536e-36	1.41961115480628e-31	NULL	NULL	NULL	gene_symbol	top100
756119	84	4	LM	merged	Cortactin	42491	FBgn0025865	0.50	77.10	56.40	1.01020806256269e-35	1.56986332922242e-31	NULL	NULL	NULL	gene_symbol	
756120	84	4	LM	merged	cpa	37387	FBgn0034577	0.47	83.20	70.00	1.5760073575365e-35	2.44911543361172e-31	NULL	NULL	NULL	gene_symbol	
756121	84	4	LM	merged	CG1146	38313	FBgn0035346	0.37	48.80	21.40	1.61938948507403e-35	2.51653125980504e-31	NULL	NULL	NULL	gene_symbol	
756122	84	4	LM	merged	Klp98A	43310	FBgn0004387	0.37	38.50	14.50	1.67622193225913e-35	2.60484888273069e-31	NULL	NULL	NULL	gene_symbol	
756123	84	4	LM	merged	CG16713	33591	FBgn0031560	0.76	55.60	27.20	4.60983847685019e-35	7.16368899302519e-31	NULL	NULL	NULL	gene_symbol	top100
756124	84	4	LM	merged	CG31955	319045	FBgn0051955	0.36	52.10	23.40	8.90915176507122e-35	1.38448218429207e-30	NULL	NULL	NULL	gene_symbol	
756125	84	4	LM	merged	Rala	31332	FBgn0015286	0.46	72.90	47.70	1.22968758688815e-34	1.91093451002419e-30	NULL	NULL	NULL	gene_symbol	
756126	84	4	LM	merged	Rop	38493	FBgn0004574	0.47	68.50	42.70	1.45053613965306e-34	2.25413316102085e-30	NULL	NULL	NULL	gene_symbol	
756127	84	4	LM	merged	lncRNA:CR45018	19835567	FBgn0266376	0.63	69.70	42.50	4.58263496914972e-34	7.12141474205866e-30	NULL	NULL	NULL	gene_symbol	top100
756128	84	4	LM	merged	CG33494	2768686	FBgn0053494	0.46	89.40	84.70	4.6033135512155e-34	7.15354925858888e-30	NULL	NULL	NULL	gene_symbol	
756129	84	4	LM	merged	cer	37229	FBgn0034443	0.57	85.60	69.20	5.8069469755272e-34	9.02399559996927e-30	NULL	NULL	NULL	gene_symbol	
756130	84	4	LM	merged	RhoL	41136	FBgn0014380	0.58	73.50	53.50	8.27444370789872e-34	1.28584855220746e-29	NULL	NULL	NULL	gene_symbol	
756131	84	4	LM	merged	CG5346	42653	FBgn0038981	0.46	77.90	54.40	1.1057555550725e-33	1.71834413258267e-29	NULL	NULL	NULL	gene_symbol	
756132	84	4	LM	merged	cpb	33346	FBgn0011570	0.45	79.40	58.60	1.42792789694294e-33	2.21899995184933e-29	NULL	NULL	NULL	gene_symbol	
756133	84	4	LM	merged	p38a	42866	FBgn0015765	0.32	49.70	22.40	1.45290241814109e-33	2.25781035779126e-29	NULL	NULL	NULL	gene_symbol	
756134	84	4	LM	merged	ago	38516	FBgn0041171	0.29	38.50	14.80	1.50862949557407e-33	2.3444102361221e-29	NULL	NULL	NULL	gene_symbol	
756135	84	4	LM	merged	NAT1	46020	FBgn0010488	0.46	83.50	67.60	1.71818712754657e-33	2.67006279620736e-29	NULL	NULL	NULL	gene_symbol	
756136	84	4	LM	merged	Cp1	36546	FBgn0013770	0.68	90.00	82.90	2.43702502966101e-33	3.78713689609321e-29	NULL	NULL	NULL	gene_symbol	top100
756137	84	4	LM	merged	ifc	33836	FBgn0001941	0.48	81.50	64.60	2.75902804287851e-33	4.28752957863321e-29	NULL	NULL	NULL	gene_symbol	
756138	84	4	LM	merged	RasGAP1	39158	FBgn0004390	0.36	41.50	17.20	2.78438003390212e-33	4.32692657268389e-29	NULL	NULL	NULL	gene_symbol	
756139	84	4	LM	merged	LRR	35715	FBgn0033212	0.38	54.70	26.20	3.14125550044507e-33	4.88151104769164e-29	NULL	NULL	NULL	gene_symbol	
756140	84	4	LM	merged	Rac2	38831	FBgn0014011	0.51	88.80	79.40	3.27333551699751e-33	5.08676339341413e-29	NULL	NULL	NULL	gene_symbol	
756141	84	4	LM	merged	CG5510	42872	FBgn0039160	0.41	50.90	24.60	1.04631344947808e-32	1.62597110048893e-28	NULL	NULL	NULL	gene_symbol	
756142	84	4	LM	merged	Tre1	140439	FBgn0046687	0.45	60.00	32.60	1.62604847393956e-32	2.52687932850207e-28	NULL	NULL	NULL	gene_symbol	
756143	84	4	LM	merged	rhea	38978	FBgn0260442	0.56	65.90	39.80	1.94426612837978e-32	3.02138956350218e-28	NULL	NULL	NULL	gene_symbol	
756144	84	4	LM	merged	CG2017	40733	FBgn0037391	0.28	30.30	10.40	2.50171184593406e-32	3.88766020858153e-28	NULL	NULL	NULL	gene_symbol	
756145	84	4	LM	merged	Ggamma1	35881	FBgn0004921	0.36	92.60	87.30	2.84315709978008e-32	4.41826613305825e-28	NULL	NULL	NULL	gene_symbol	
756146	84	4	LM	merged	Utx	34377	FBgn0260749	0.36	38.20	15.30	8.44375221092685e-32	1.31215909357803e-27	NULL	NULL	NULL	gene_symbol	
756147	84	4	LM	merged	Mob2	39293	FBgn0259481	0.50	66.50	41.90	1.34457410529557e-31	2.08946815962931e-27	NULL	NULL	NULL	gene_symbol	
756148	84	4	LM	merged	Nc73EF	39899	FBgn0010352	0.39	63.80	35.40	1.80049090762108e-31	2.79796287044316e-27	NULL	NULL	NULL	gene_symbol	
756149	84	4	LM	merged	CG8602	38808	FBgn0035763	0.52	58.20	33.10	2.00248963413932e-31	3.1118688914525e-27	NULL	NULL	NULL	gene_symbol	
756150	84	4	LM	merged	CG32264	38438	FBgn0052264	0.61	54.10	29.30	2.03349409918689e-31	3.16004983013643e-27	NULL	NULL	NULL	gene_symbol	top100
756151	84	4	LM	merged	Moe	31816	FBgn0011661	0.27	99.70	99.40	2.53019246702293e-31	3.93191909375364e-27	NULL	NULL	NULL	gene_symbol	
756152	84	4	LM	merged	Sur-8	42093	FBgn0038504	0.47	58.20	31.80	3.18388521191579e-31	4.94775761931714e-27	NULL	NULL	NULL	gene_symbol	
756153	84	4	LM	merged	Drs	38419	FBgn0283461	0.67	61.20	32.00	3.96596082998734e-31	6.16310312980033e-27	NULL	NULL	NULL	gene_symbol	top100
756154	84	4	LM	merged	He	117464	FBgn0028430	0.37	97.60	96.40	8.3027128085224e-31	1.29024157044438e-26	NULL	NULL	NULL	gene_symbol	
756155	84	4	LM	merged	Clc	40221	FBgn0024814	0.35	91.50	85.30	9.45765373850571e-31	1.46971939096379e-26	NULL	NULL	NULL	gene_symbol	
756156	84	4	LM	merged	prage	31136	FBgn0283741	0.41	63.80	35.60	1.12970214965811e-30	1.7555571405687e-26	NULL	NULL	NULL	gene_symbol	
756157	84	4	LM	merged	RhoGDI	40179	FBgn0036921	0.32	93.20	91.30	1.48743306166676e-30	2.31147097783014e-26	NULL	NULL	NULL	gene_symbol	
756158	84	4	LM	merged	Myo31DF	34445	FBgn0086347	0.47	79.40	57.40	1.62987939929256e-30	2.53283258650063e-26	NULL	NULL	NULL	gene_symbol	
756159	84	4	LM	merged	ics	34774	FBgn0028546	0.46	75.90	54.70	2.94722116685341e-30	4.5799816932902e-26	NULL	NULL	NULL	gene_symbol	
756160	84	4	LM	merged	Nhe2	35376	FBgn0040297	0.45	51.20	26.10	4.09882943444879e-30	6.36958094113342e-26	NULL	NULL	NULL	gene_symbol	
756161	84	4	LM	merged	br	44505	FBgn0283451	0.44	72.90	45.40	4.62043621093328e-30	7.18015787179031e-26	NULL	NULL	NULL	gene_symbol	
756162	84	4	LM	merged	CG13887	38096	FBgn0035165	0.48	80.00	66.90	5.62324005557145e-30	8.73851504635803e-26	NULL	NULL	NULL	gene_symbol	
756163	84	4	LM	merged	Had2	36624	FBgn0033949	0.46	63.80	36.00	1.20846396359831e-29	1.87795299943178e-25	NULL	NULL	NULL	gene_symbol	
756164	84	4	LM	merged	Mlc-c	31474	FBgn0004687	0.37	87.60	76.40	1.39929675218957e-29	2.1745071529026e-25	NULL	NULL	NULL	gene_symbol	
756165	84	4	LM	merged	tacc	40589	FBgn0026620	0.43	79.70	59.50	1.90332068202123e-29	2.957760339861e-25	NULL	NULL	NULL	gene_symbol	
756166	84	4	LM	merged	Drp1	33445	FBgn0026479	0.37	47.60	23.50	2.21212001870238e-29	3.4376345090635e-25	NULL	NULL	NULL	gene_symbol	
756167	84	4	LM	merged	C3G	31618	FBgn0259228	0.45	50.60	26.20	4.6095687974847e-29	7.16326991129122e-25	NULL	NULL	NULL	gene_symbol	
756168	84	4	LM	merged	kek1	34688	FBgn0015399	0.48	64.40	36.50	4.82879561146853e-29	7.50394838022209e-25	NULL	NULL	NULL	gene_symbol	
756169	84	4	LM	merged	CG31777	261617	FBgn0051777	0.43	86.20	72.80	8.83974575089662e-29	1.37369648968933e-24	NULL	NULL	NULL	gene_symbol	
756170	84	4	LM	merged	foi	38976	FBgn0024236	0.35	37.10	15.70	9.55358901122524e-29	1.4846277323444e-24	NULL	NULL	NULL	gene_symbol	
756171	84	4	LM	merged	Rip11	32850	FBgn0027335	0.43	77.10	50.70	1.17814235648891e-28	1.83083322198377e-24	NULL	NULL	NULL	gene_symbol	
756172	84	4	LM	merged	Syp	42460	FBgn0038826	0.42	92.40	83.70	1.22961757132735e-28	1.9108257058427e-24	NULL	NULL	NULL	gene_symbol	
756173	84	4	LM	merged	CG3558	48421	FBgn0025681	0.39	62.40	35.30	1.32269136628794e-28	2.05546238321146e-24	NULL	NULL	NULL	gene_symbol	
756174	84	4	LM	merged	Ilk	53573	FBgn0028427	0.42	59.40	34.50	1.67611140955628e-28	2.60467713045046e-24	NULL	NULL	NULL	gene_symbol	
756175	84	4	LM	merged	CG11791	43000	FBgn0039266	0.48	81.80	64.10	1.72156370990076e-28	2.67531000518578e-24	NULL	NULL	NULL	gene_symbol	
756176	84	4	LM	merged	CG13116	34288	FBgn0032139	0.35	41.80	18.20	1.88180095768549e-28	2.92431868824324e-24	NULL	NULL	NULL	gene_symbol	
756177	84	4	LM	merged	Sema1b	37007	FBgn0016059	0.42	43.20	19.60	2.29012161635335e-28	3.55884899181311e-24	NULL	NULL	NULL	gene_symbol	
756178	84	4	LM	merged	CG12025	38246	FBgn0035285	0.32	45.30	21.20	2.55576265913872e-28	3.97165517230156e-24	NULL	NULL	NULL	gene_symbol	
756179	84	4	LM	merged	kuz	34772	FBgn0259984	0.42	81.80	54.80	3.80580839426756e-28	5.91422624469178e-24	NULL	NULL	NULL	gene_symbol	
756180	84	4	LM	merged	CG17760	36385	FBgn0033756	0.41	81.50	59.50	5.48219626005913e-28	8.51933298813189e-24	NULL	NULL	NULL	gene_symbol	
756181	84	4	LM	merged	Gdi	34264	FBgn0004868	0.35	88.50	78.10	6.38054610784534e-28	9.91536865159166e-24	NULL	NULL	NULL	gene_symbol	
756182	84	4	LM	merged	luna	2768719	FBgn0040765	0.42	62.60	34.50	1.09229518918201e-27	1.69742672398884e-23	NULL	NULL	NULL	gene_symbol	
